Service Request (SR) Number,SR Type Code,SR Description,Owning Department,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile,Calculated Council District
14-00103735,CODECOMP,Code Compliance,Code Compliance,Phone,New,05/30/2014 09:37:12 AM,05/30/2014 09:37:12 AM,05/30/2014 09:37:12 AM,,"4507 SOUTHWEST DR, AUSTIN, TX",4507,SOUTHWEST,AUSTIN,78744,TRAVIS,3113802.92801207,10043342.2930677,30.19274969,-97.74644095,"(30.19274969, -97.74644095)",2,645W,MJ16,2
14-00103012,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:36:52 AM,05/29/2014 12:26:45 PM,05/30/2014 09:36:53 AM,05/30/2014 09:36:52 AM,"3309 GRASSHOPPER DR, AUSTIN, TX",3309,GRASSHOPPER,AUSTIN,78748,TRAVIS,3083346.14877541,10040961.302826,30.18811561,-97.84298713,"(30.18811561, -97.84298713)",5,672D,MD15,5
14-00103734,ACPROPER,Animal - Proper Care,Animal Services Office,Phone,New,05/30/2014 09:36:32 AM,05/30/2014 09:36:32 AM,05/30/2014 09:36:32 AM,,"9512 CASTLE PINES DR, AUSTIN, TX",9512,CASTLE PINES,AUSTIN,78717,WILLIAMSON,3106725.85979592,10152754.6811368,30.49396022,-97.76082735,"(30.49396022, -97.76082735)",6,404L,MH41,6
14-00103732,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:36:20 AM,05/30/2014 09:35:51 AM,05/30/2014 09:36:21 AM,05/30/2014 09:36:20 AM,"8406 GARCREEK CIR, AUSTIN, TX",8406,GARCREEK,AUSTIN,78724,TRAVIS,3150291.88909957,10081229.2231248,30.29450727,-97.62806439,"(30.29450727, -97.62806439)",1,587D,MP24,1
14-00103644,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/30/2014 09:36:18 AM,05/30/2014 07:50:29 AM,05/30/2014 09:36:19 AM,05/30/2014 09:36:18 AM,"7803 WYCOMBE DR, AUSTIN, TX",7803,WYCOMBE,AUSTIN,78749,TRAVIS,3084501.90521166,10047599.3175931,30.20629155,-97.83885895,"(30.20629155, -97.83885895)",8,642R,MD17,8
14-00102657,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:35:47 AM,05/28/2014 11:13:55 PM,05/30/2014 09:35:47 AM,05/30/2014 09:35:47 AM,"7807 LONESOME DOVE CV, AUSTIN, TX",7807,LONESOME DOVE,AUSTIN,78729,WILLIAMSON,3106204.11328563,10134466.6840734,30.44372192,-97.76382462,"(30.44372192, -97.76382462)",6,434U,MH37,6
14-00101670,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:35:44 AM,05/27/2014 05:56:58 PM,05/30/2014 09:35:44 AM,05/30/2014 09:35:44 AM,"5008 WEST WIND TRL, AUSTIN, TX",5008,WEST WIND,AUSTIN,78745,TRAVIS,3095201.45240854,10055092.0581589,30.226224,-97.80445764,"(30.226224, -97.80445764)",5,643C,MF18,5
14-00103687,TRAFFI10,Traffic Signal - Dig Tess Request,Transportation,Phone,Closed,05/30/2014 09:35:41 AM,05/30/2014 08:46:12 AM,05/30/2014 09:35:42 AM,05/30/2014 09:35:41 AM,"904 CLYDE LITTLEFIELD DR, AUSTIN, TX",904,CLYDE LITTLEFIELD,AUSTIN,78705,TRAVIS,3118925.1747668,10076378.3725717,30.28323176,-97.72778352,"(30.28323176, -97.72778352)",1,585L,MK23,1
14-00103703,ACLOANIM,Loose Animal (not dog),Animal Services Office,Phone,Closed,05/30/2014 10:32:58 AM,05/30/2014 09:04:27 AM,05/30/2014 09:35:04 AM,05/30/2014 10:32:58 AM,"W CESAR CHAVEZ ST & LAKE AUSTIN BLVD, AUSTIN, TX",,W CESAR CHAVEZ ST & LAKE AUSTIN BLVD,AUSTIN,78703,TRAVIS,3105580.27,10073832.78,30.27708667,-97.77023691,"(30.27708667, -97.77023691)",10,584Q,MH23,10
14-00092624,ACPROPER,Animal - Proper Care,Animal Services Office,Phone,Closed,05/30/2014 10:32:57 AM,05/15/2014 04:28:30 PM,05/30/2014 09:35:03 AM,05/30/2014 10:32:57 AM,"3909 N IH 35 NB, AUSTIN, TX",3909,35,AUSTIN,78722,TRAVIS,3121735.02923785,10081231.4012004,30.29639068,-97.71852254,"(30.29639068, -97.71852254)",,585D,MK24,9
14-00102638,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:34:52 AM,05/28/2014 10:12:18 PM,05/30/2014 09:34:52 AM,05/30/2014 09:34:52 AM,"ASPEN ST & RED CLIFF DR, AUSTIN, TX",,ASPEN ST & RED CLIFF DR,AUSTIN,78758,TRAVIS,3127042.25,10110092,30.3753795,-97.69954589,"(30.3753795, -97.69954589)",4,496S,ML31,4
14-00103731,COCSTRSA,Code Compliance - Short Term Rental (STR) Appointment,Code Compliance,Phone,New,05/30/2014 09:34:23 AM,05/30/2014 09:34:23 AM,05/30/2014 09:34:23 AM,,"1110 E LIVE OAK ST, AUSTIN, TX",1110,LIVE OAK,AUSTIN,78704,TRAVIS,3114239.85213562,10059400.1821356,30.23686223,-97.74387535,"(30.23686223, -97.74387535)",9,615S,MJ19,9
14-00102554,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:34:02 AM,05/28/2014 07:32:29 PM,05/30/2014 09:34:02 AM,05/30/2014 09:34:02 AM,"2611 HIDALGO ST, AUSTIN, TX",2611,HIDALGO,AUSTIN,78702,TRAVIS,3123972.35147241,10067724.4719724,30.25911766,-97.71244358,"(30.25911766, -97.71244358)",3,615D,MK21,3
14-00101669,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:33:53 AM,05/27/2014 05:56:43 PM,05/30/2014 09:33:54 AM,05/30/2014 09:33:53 AM,"2400 FOREST AVE, AUSTIN, TX",2400,FOREST,AUSTIN,78704,TRAVIS,3110209.22808692,10060651.9924785,30.24056058,-97.75654365,"(30.24056058, -97.75654365)",3,614R,MH20,3
14-00102511,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:33:34 AM,05/28/2014 06:41:16 PM,05/30/2014 09:33:34 AM,05/30/2014 09:33:34 AM,"205 NELRAY BLVD, AUSTIN, TX",205,NELRAY,AUSTIN,78751,TRAVIS,3120106.42279011,10089923.2442631,30.32038831,-97.72303531,"(30.32038831, -97.72303531)",9,555L,MK26,9
14-00102346,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:32:53 AM,05/28/2014 04:00:26 PM,05/30/2014 09:32:54 AM,05/30/2014 09:32:53 AM,"715 E 8TH ST, AUSTIN, TX",715,8TH,AUSTIN,78701,TRAVIS,3116983.55537427,10070676.1386367,30.26768211,-97.73435524,"(30.26768211, -97.73435524)",9,585X,MJ22,9
14-00102144,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:32:16 AM,05/28/2014 12:36:52 PM,05/30/2014 09:32:16 AM,05/30/2014 09:32:16 AM,"124 KAREN HILL PL, AUSTIN, TX",124,KAREN HILL,AUSTIN,78652,TRAVIS,3094697.96927492,10024090.6398038,30.14103682,-97.80827932,"(30.14103682, -97.80827932)",5,703L,MF11,5
14-00101655,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 09:32:11 AM,05/27/2014 05:42:44 PM,05/30/2014 09:32:11 AM,05/30/2014 09:32:11 AM,"2100 WORDSWORTH DR, AUSTIN, TX 78704",2100,WORDSWORTH,AUSTIN,78704,TRAVIS,3100856,10058634,30.23560564,-97.78630163,"(30.23560564, -97.78630163)",5,614S,MG19,5
14-00103726,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:31:50 AM,05/30/2014 09:29:24 AM,05/30/2014 09:31:50 AM,05/30/2014 09:31:50 AM,"8404 GARCREEK CIR, AUSTIN, TX",8404,GARCREEK,AUSTIN,78724,TRAVIS,3150278.65013371,10081238.0268703,30.29453236,-97.62810565,"(30.29453236, -97.62810565)",1,587D,MP24,1
14-00102003,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:31:39 AM,05/28/2014 09:41:44 AM,05/30/2014 09:31:40 AM,05/30/2014 09:31:39 AM,"8848 CHALK KNOLL DR, AUSTIN 5 ETJ, TX",8848,CHALK KNOLL,AUSTIN 5 ETJ,78735,TRAVIS,3075090.89735914,10080218.90071,30.29653663,-97.86635364,"(30.29653663, -97.86635364)",,582A,MC24,
14-00103080,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:31:34 AM,05/29/2014 01:30:42 PM,05/30/2014 09:31:34 AM,05/30/2014 09:31:34 AM,"3376 DAVIS LN, AUSTIN, TX",3376,DAVIS,AUSTIN,78745,TRAVIS,3084108.30787881,10043280.4221509,30.19444366,-97.84041099,"(30.19444366, -97.84041099)",5,642Z,MD16,5
14-00101902,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:30:55 AM,05/28/2014 07:33:00 AM,05/30/2014 09:30:56 AM,05/30/2014 09:30:55 AM,"14116 CEYLON TEA CIR, AUSTIN, TX",14116,CEYLON TEA,AUSTIN,78660,TRAVIS,3146156.19287233,10125412.2718736,30.41623335,-97.63777264,"(30.41623335, -97.63777264)",,467Q,MP35,
14-00101559,CODECOMP,Code Compliance,Code Compliance,Web,Closed,05/30/2014 09:30:32 AM,05/27/2014 03:59:16 PM,05/30/2014 09:30:33 AM,05/30/2014 09:30:32 AM,"W 38TH ST & SHOAL CREEK BLVD, AUSTIN, TX 78756",,W 38TH ST & SHOAL CREEK BLVD,AUSTIN,78756,,3112498.5,10084907,30.30708793,-97.74751073,"(30.30708793, -97.74751073)",,555S,MJ25,10
14-00101867,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:30:23 AM,05/28/2014 04:27:15 AM,05/30/2014 09:30:24 AM,05/30/2014 09:30:23 AM,"7535 N IH 35 NB, AUSTIN, TX",7535,35,AUSTIN,78752,TRAVIS,3126772.37934801,10095995.534161,30.33664822,-97.70145898,"(30.33664822, -97.70145898)",4,526W,ML28,4
14-00100835,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:29:32 AM,05/26/2014 04:01:22 PM,05/30/2014 09:29:32 AM,05/30/2014 09:29:32 AM,"5817 WELSH WAY, AUSTIN, TX",5817,WELSH,AUSTIN,78617,TRAVIS,3154623.24825294,10035263.4380515,30.16786793,-97.6178993,"(30.16786793, -97.6178993)",2,678S,MQ13,2
14-00103724,TRASIGMA,Traffic Signal - Maintenance,Transportation,Phone,New,05/30/2014 09:28:57 AM,05/30/2014 09:28:57 AM,05/30/2014 09:28:57 AM,,"N LAMAR BLVD &W ST JOHNS AVE, AUSTIN, TX",,N LAMAR BLVD &W ST JOHNS AVE,AUSTIN,78757,TRAVIS,3121580.26000001,10096876.11,30.33940546,-97.71784739,"(30.33940546, -97.71784739)",7,525V,MK28,7
14-00101642,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:28:47 AM,05/27/2014 05:27:48 PM,05/30/2014 09:28:48 AM,05/30/2014 09:28:47 AM,"11601 ROBERT WOODING DR, AUSTIN, TX",11601,ROBERT WOODING,AUSTIN,78748,TRAVIS,3088265.27925471,10027102.1534144,30.14971489,-97.82840948,"(30.14971489, -97.82840948)",5,703E,ME12,5
14-00101558,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:28:31 AM,05/27/2014 03:58:53 PM,05/30/2014 09:28:31 AM,05/30/2014 09:28:31 AM,"2603 PARKER LN, AUSTIN, TX",2603,PARKER,AUSTIN,78741,TRAVIS,3115832.77667085,10056675.1788251,30.22926959,-97.73903373,"(30.22926959, -97.73903373)",3,615X,MJ19,3
14-00101437,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:28:17 AM,05/27/2014 01:11:28 PM,05/30/2014 09:28:17 AM,05/30/2014 09:28:17 AM,"7314 GAINES MILL LN, AUSTIN, TX",7314,GAINES MILL,AUSTIN,78745,TRAVIS,3093605.13087278,10044908.7707075,30.19833112,-97.81024201,"(30.19833112, -97.81024201)",5,643U,MF16,5
14-00103721,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:28:06 AM,05/30/2014 09:25:42 AM,05/30/2014 09:28:06 AM,05/30/2014 09:28:06 AM,"8402 GARCREEK CIR, AUSTIN, TX",8402,GARCREEK,AUSTIN,78724,TRAVIS,3150265.41116785,10081246.8306159,30.29455744,-97.6281469,"(30.29455744, -97.6281469)",1,587D,MP24,1
14-00101411,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:27:24 AM,05/27/2014 12:45:33 PM,05/30/2014 09:27:25 AM,05/30/2014 09:27:24 AM,"1300 SHANNON OAKS TRL, AUSTIN, TX",1300,SHANNON OAKS,AUSTIN,78746,TRAVIS,3089664.53404656,10073463.1969061,30.27706903,-97.82067089,"(30.27706903, -97.82067089)",8,583P,ME23,8
14-00103678,SBDEBROW,Debris in Street,Public Works,Phone,Open,05/30/2014 09:26:35 AM,05/30/2014 08:35:15 AM,05/30/2014 09:27:00 AM,,"5700 SPRINGDALE RD, AUSTIN, TX",5700,SPRINGDALE,AUSTIN,78723,TRAVIS,3136004.99865616,10083176.9206376,30.30080837,-97.67317234,"(30.30080837, -97.67317234)",1,556Z,MM25,1
14-00101402,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:26:45 AM,05/27/2014 12:39:05 PM,05/30/2014 09:26:45 AM,05/30/2014 09:26:45 AM,"1400 SHANNON OAKS TRL, AUSTIN, TX",1400,SHANNON OAKS,AUSTIN,78746,TRAVIS,3088899.89136683,10073689.82591,30.27773947,-97.82307643,"(30.27773947, -97.82307643)",8,583P,ME23,8
14-00101509,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:26:30 AM,05/27/2014 02:52:47 PM,05/30/2014 09:26:31 AM,05/30/2014 09:26:30 AM,"RAYBURN LN & TOWER TRL, AUSTIN, TX",,RAYBURN LN & TOWER TRL,AUSTIN,78723,TRAVIS,3137443.77,10080044.29,30.2921027,-97.6688523,"(30.2921027, -97.6688523)",1,586D,MM24,1
14-00098705,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:26:11 AM,05/23/2014 09:23:14 AM,05/30/2014 09:26:12 AM,05/30/2014 09:26:11 AM,"412 OERTLI LN, AUSTIN, TX",412,OERTLI,AUSTIN,78753,TRAVIS,3127356.30674241,10100572.475516,30.34919147,-97.69926499,"(30.34919147, -97.69926499)",4,526N,ML29,4
14-00103722,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/30/2014 09:25:57 AM,05/30/2014 09:25:57 AM,05/30/2014 09:25:57 AM,,"4412 SPICEWOOD SPRINGS RD, AUSTIN, TX",4412,SPICEWOOD SPRINGS,AUSTIN,78759,TRAVIS,3108483.1546164,10108905.1624137,30.37331164,-97.75847161,"(30.37331164, -97.75847161)",10,494V,MH31,10
14-00098627,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:25:31 AM,05/23/2014 07:50:15 AM,05/30/2014 09:25:31 AM,05/30/2014 09:25:31 AM,"3511 E 7TH ST, AUSTIN, TX",3511,7TH,AUSTIN,78702,TRAVIS,3127057.10537548,10066901.430795,30.25665508,-97.7027374,"(30.25665508, -97.7027374)",3,616A,ML21,3
14-00098551,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:24:41 AM,05/22/2014 10:38:58 PM,05/30/2014 09:24:42 AM,05/30/2014 09:24:41 AM,"1225 SLEEPYTIME TRL, AUSTIN, TX",1225,SLEEPYTIME,AUSTIN,78660,TRAVIS,3145952.40490946,10126341.3264895,30.41880071,-97.63834757,"(30.41880071, -97.63834757)",,467Q,MP35,
14-00098520,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:23:52 AM,05/22/2014 09:27:33 PM,05/30/2014 09:23:52 AM,05/30/2014 09:23:52 AM,"FAYLIN DR & MEADOWMEAR DR, AUSTIN, TX",,FAYLIN DR & MEADOWMEAR DR,AUSTIN,78753,TRAVIS,3135775.25,10104720,30.36004139,-97.67226731,"(30.36004139, -97.67226731)",4,526H,MM30,4
14-00102635,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Duplicate (closed),05/30/2014 09:23:52 AM,05/28/2014 10:08:57 PM,05/30/2014 09:23:52 AM,05/30/2014 09:23:52 AM,"FAYLIN DR & MEADOWMEAR DR, AUSTIN, TX",,FAYLIN DR & MEADOWMEAR DR,AUSTIN,78753,TRAVIS,3135775.25,10104720,30.36004139,-97.67226731,"(30.36004139, -97.67226731)",4,526H,MM30,4
14-00103713,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:23:12 AM,05/30/2014 09:15:59 AM,05/30/2014 09:23:13 AM,05/30/2014 09:23:12 AM,"8401 GARCREEK CIR, AUSTIN, TX",8401,GARCREEK,AUSTIN,78724,TRAVIS,3150241.05540321,10081214.9901026,30.29447155,-97.62822651,"(30.29447155, -97.62822651)",1,587D,MP24,1
14-00098391,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:23:07 AM,05/22/2014 06:07:02 PM,05/30/2014 09:23:08 AM,05/30/2014 09:23:07 AM,"14000 THE LAKES BLVD, AUSTIN, TX",14000,THE LAKES,AUSTIN,78660,TRAVIS,3137522.30143873,10128417.6644902,30.42506691,-97.66492736,"(30.42506691, -97.66492736)",,467J,MN35,
14-00098230,STREETL2,Street Light Issue- Address,Austin Energy Department,Phone,Closed,05/30/2014 09:22:35 AM,05/22/2014 03:54:13 PM,05/30/2014 09:22:35 AM,05/30/2014 09:22:35 AM,"PARKFIELD DR & COOPER HILL DR, AUSTIN, TX",,PARKFIELD DR & COOPER HILL DR,AUSTIN,78758,TRAVIS,3126877.5,10111062,30.3780566,-97.69999538,"(30.3780566, -97.69999538)",4,496S,ML31,4
14-00103143,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:19:47 AM,05/29/2014 02:42:20 PM,05/30/2014 09:19:47 AM,05/30/2014 09:19:47 AM,"5403 WEST GATE BLVD, AUSTIN, TX",5403,WEST GATE,AUSTIN,78745,TRAVIS,3094667.77241994,10053468.7567602,30.22179509,-97.80626374,"(30.22179509, -97.80626374)",5,643C,MF18,5
14-00103714,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/30/2014 09:16:27 AM,05/30/2014 09:16:27 AM,05/30/2014 09:16:27 AM,,"EDGE CREEK DR &S PLEASANT VALLEY RD, AUSTIN, TX",,EDGE CREEK DR &S PLEASANT VALLEY RD,AUSTIN,78744,TRAVIS,3111766.56,10035166.2,30.17040502,-97.75348483,"(30.17040502, -97.75348483)",2,674R,MH14,2
14-00103711,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:15:02 AM,05/30/2014 09:14:02 AM,05/30/2014 09:15:02 AM,05/30/2014 09:15:02 AM,"8307 GARCREEK CIR, AUSTIN, TX",8307,GARCREEK,AUSTIN,78724,TRAVIS,3149655.29669166,10080867.7504404,30.29355621,-97.63010869,"(30.29355621, -97.63010869)",1,587D,MP24,1
14-00103506,ACBITE2,Animal Bite,Animal Services Office,Phone,Closed,05/30/2014 10:12:56 AM,05/29/2014 09:12:32 PM,05/30/2014 09:15:02 AM,05/30/2014 10:12:56 AM,"11803 JESS DR, AUSTIN, TX",11803,JESS,AUSTIN,78737,TRAVIS,3055361.52384344,10042680.8464034,30.19453433,-97.93142152,"(30.19453433, -97.93142152)",,640Y,WZ16,
14-00103710,TRASIGNE,Traffic Signal - New/Change,Transportation,Web,New,05/30/2014 09:13:21 AM,05/30/2014 09:13:21 AM,05/30/2014 09:13:21 AM,,"CROSSLAND DR & BOULDER LN, AUSTIN, TX 78726",,CROSSLAND DR & BOULDER LN,AUSTIN,78726,TRAVIS,3087058.75,10132923,30.44067995,-97.82467623,"(30.44067995, -97.82467623)",6,433W,ME37,6
14-00103705,PARMACIS,Parking Machine Issue,Transportation,Phone,Open,05/30/2014 09:12:05 AM,05/30/2014 09:08:50 AM,05/30/2014 09:12:06 AM,,,,,,,,,,,,,,,,
14-00103706,SWSRECYC,ARR Missed Recycling,Austin Resource Recovery,Phone,New,05/30/2014 09:10:20 AM,05/30/2014 09:10:20 AM,05/30/2014 09:10:20 AM,,"3304 MONTOPOLIS DR, AUSTIN, TX",3304,MONTOPOLIS,AUSTIN,78744,TRAVIS,3123857.25865062,10049638.7258515,30.20941063,-97.71415666,"(30.20941063, -97.71415666)",2,645M,MK17,2
14-00103659,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,05/30/2014 10:07:54 AM,05/30/2014 08:09:58 AM,05/30/2014 09:10:01 AM,05/30/2014 10:07:54 AM,"6711 JOHNNY MORRIS RD, AUSTIN, TX",6711,JOHNNY MORRIS,AUSTIN,78724,TRAVIS,3144069.25,10083341,30.30072665,-97.64761374,"(30.30072665, -97.64761374)",1,557X,MN25,1
14-00103704,SWSYARDT,ARR Missed Yard Trimmings /Organics,Austin Resource Recovery,Phone,New,05/30/2014 09:08:08 AM,05/30/2014 09:08:08 AM,05/30/2014 09:08:08 AM,,"1702 RIDGEMONT DR, AUSTIN, TX",1702,RIDGEMONT,AUSTIN,78723,TRAVIS,3129061.33957095,10086347.6755483,30.30997884,-97.69493051,"(30.30997884, -97.69493051)",4,556P,ML26,4
14-00103700,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 09:06:02 AM,05/30/2014 09:01:26 AM,05/30/2014 09:06:03 AM,05/30/2014 09:06:02 AM,"8400 GARCREEK CIR, AUSTIN, TX",8400,GARCREEK,AUSTIN,78724,TRAVIS,3150252.17220199,10081255.6343615,30.29458253,-97.62818816,"(30.29458253, -97.62818816)",1,587D,MP24,1
14-00103689,DRMISCLN,Drainage - Miscellaneous,Watershed Protection,Phone,Open,05/30/2014 09:04:05 AM,05/30/2014 08:49:41 AM,05/30/2014 09:04:06 AM,,"4625 ARAPAHOE TRL, AUSTIN, TX",4625,ARAPAHOE,AUSTIN,78745,TRAVIS,3096956.02018534,10054987.1384957,30.2258258,-97.79891117,"(30.2258258, -97.79891117)",5,643D,MF18,5
14-00103531,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 09:03:58 AM,05/29/2014 09:57:17 PM,05/30/2014 09:03:59 AM,05/30/2014 09:03:58 AM,"2315 THORNTON RD, AUSTIN, TX",2315,THORNTON,AUSTIN,78704,TRAVIS,3105284.60089256,10062143.5470705,30.24497333,-97.77202588,"(30.24497333, -97.77202588)",5,614K,MG20,5
14-00103702,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,05/30/2014 09:02:12 AM,05/30/2014 09:02:12 AM,05/30/2014 09:02:12 AM,,"7117 HOWERINGTON CIR, AUSTIN, TX",7117,HOWERINGTON,AUSTIN,78724,TRAVIS,3145161.25,10084692,30.30436774,-97.64405101,"(30.30436774, -97.64405101)",1,557U,MP25,1
14-00103695,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 08:59:13 AM,05/30/2014 08:55:30 AM,05/30/2014 08:59:15 AM,05/30/2014 08:59:13 AM,"8306 GARCREEK CIR, AUSTIN, TX",8306,GARCREEK,AUSTIN,78724,TRAVIS,3149619.93874026,10080886.4706759,30.29361003,-97.63021924,"(30.29361003, -97.63021924)",1,587D,MP24,1
14-00103697,CODECOMP,Code Compliance,Code Compliance,Web,New,05/30/2014 08:58:17 AM,05/30/2014 08:58:17 AM,05/30/2014 08:58:17 AM,,"4501 RALEIGH CIR HOUSE, AUSTIN, TX 78744",4501,RALEIGH,AUSTIN,78744,TRAVIS,3110991.75,10039053,30.18113856,-97.75565105,"(30.18113856, -97.75565105)",2,674H,MH15,2
14-00103693,SWSYARDT,ARR Missed Yard Trimmings /Organics,Austin Resource Recovery,Phone,New,05/30/2014 08:54:32 AM,05/30/2014 08:54:32 AM,05/30/2014 08:54:32 AM,,"1010 AVONDALE RD, AUSTIN, TX",1010,AVONDALE,AUSTIN,78704,TRAVIS,3115713.62171501,10063403.417802,30.24777207,-97.73891409,"(30.24777207, -97.73891409)",9,615K,MJ20,9
14-00103691,HHSGRAFF,Graffiti Abatement,Health & Human Services,Phone,New,05/30/2014 08:52:14 AM,05/30/2014 08:52:14 AM,05/30/2014 08:52:14 AM,,"5708 SPRINGDALE RD, AUSTIN, TX",5708,SPRINGDALE,AUSTIN,78723,TRAVIS,3136018.58519762,10083203.9522759,30.30088178,-97.67312725,"(30.30088178, -97.67312725)",1,556Z,MM25,1
14-00103686,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 08:49:57 AM,05/30/2014 08:45:30 AM,05/30/2014 08:49:57 AM,05/30/2014 08:49:57 AM,"8302 GARCREEK CIR D, AUSTIN, TX",8302,GARCREEK,AUSTIN,78724,TRAVIS,3149604.50463208,10080858.669703,30.29353464,-97.63027027,"(30.29353464, -97.63027027)",1,587D,MP24,1
14-00103685,ACINFORM,Animal Control - Assistance Request,Animal Services Office,Phone,New,05/30/2014 08:45:22 AM,05/30/2014 08:45:22 AM,05/30/2014 08:45:22 AM,,"11501 LIBERTY ST, MANOR, TX",11501,LIBERTY,MANOR,78653,TRAVIS,3170438.22921955,10096530.2468402,30.33520302,-97.56304264,"(30.33520302, -97.56304264)",,529X,MS28,
14-00103421,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,Closed,05/30/2014 08:43:34 AM,05/29/2014 06:46:00 PM,05/30/2014 08:43:35 AM,05/30/2014 08:43:34 AM,"1608 LINSCOMB AVE, AUSTIN, TX",1608,LINSCOMB,AUSTIN,78704,TRAVIS,3107908.83841246,10067845.1999219,30.26047995,-97.76330026,"(30.26047995, -97.76330026)",5,614C,MH21,5
14-00103680,CODECOMP,Code Compliance,Code Compliance,Phone,Closed,05/30/2014 08:43:23 AM,05/30/2014 08:35:39 AM,05/30/2014 08:43:24 AM,05/30/2014 08:43:23 AM,"8305 GARCREEK CIR, AUSTIN, TX",8305,GARCREEK,AUSTIN,78724,TRAVIS,3149647.45101941,10080853.6182781,30.29351789,-97.63013463,"(30.29351789, -97.63013463)",1,587D,MP24,1
14-00103681,OBSINTTR,View Obstruction at Intersection,Transportation,Phone,New,05/30/2014 08:39:11 AM,05/30/2014 08:39:11 AM,05/30/2014 08:39:11 AM,,"E 38TH ST & RED RIVER ST, AUSTIN, TX",,E 38TH ST & RED RIVER ST,AUSTIN,78705,TRAVIS,3120197.69,10080912.74,30.29561399,-97.72341608,"(30.29561399, -97.72341608)",9,585C,MK24,9
14-00103679,SWSDEADA,ARR Dead Animal Collection,Austin Resource Recovery,Phone,New,05/30/2014 08:35:36 AM,05/30/2014 08:35:36 AM,05/30/2014 08:35:36 AM,,"6008 DANWOOD DR, AUSTIN, TX",6008,DANWOOD,AUSTIN,78759,TRAVIS,3108315.8185098,10125327.9527119,30.41846642,-97.75779645,"(30.41846642, -97.75779645)",10,464R,MH35,10
